projectName,criticalSeverityCount,highSeverityCount,mediumSeverityCount,lowSeverityCount,totalVulnerabilities,numberOfIssuesRelatedToConsistentCode,numberOfIssuesRelatedToIntentionalCode,numberOfIssuesRelatedToAdaptableCode,numberOfIssuesRelatedToResponsibleCode,numberOfBugs,numberOfCodeSmells,full_name,html_url,description,language,created_at,updated_at,pushed_at,stargazers_count,forks_count,open_issues_count,license,topics,totalTimeNeededToRemoveDebts_mins
sticky-events,2,20,15,1,38,11,13,0,0,0,24,ryanwalters/sticky-events,https://github.com/ryanwalters/sticky-events,Events for `position: sticky`,JavaScript,2018-01-31T16:16:43Z,2025-03-01T05:03:12Z,2025-03-01T05:03:09Z,108,12,4,MIT License,[],160
stills,7,53,34,3,97,2,19,3,0,1,23,shahkashani/stills,https://github.com/shahkashani/stills,Utils for stills bots,JavaScript,2018-01-27T03:11:46Z,2025-03-13T10:20:47Z,2025-03-13T10:20:43Z,1,5,1,,[],168
streetlives-api,28,67,56,2,153,1,10,0,0,0,11,streetlives/streetlives-api,https://github.com/streetlives/streetlives-api,The Streetlives backend providing the API for accessing data,JavaScript,2018-01-28T15:53:24Z,2025-02-26T03:03:55Z,2025-03-08T07:24:56Z,5,1,49,MIT License,[],40
study-collections,0,0,0,0,0,7,93,0,0,6,94,jinux7/study-collections,https://github.com/jinux7/study-collections,工作，学习的点滴记录。,JavaScript,2018-01-12T01:45:46Z,2025-03-10T05:24:35Z,2025-03-10T05:24:31Z,0,0,49,,[],591
SubscriptionsWeb,0,9,10,0,19,12,87,1,0,4,96,yanagiragi/SubscriptionsWeb,https://github.com/yanagiragi/SubscriptionsWeb,Visualized web for Subscriptions,JavaScript,2018-01-25T08:27:27Z,2025-02-17T06:02:57Z,2025-02-17T06:02:54Z,0,0,1,,[],921
surveyjs-wordpress,0,0,0,0,0,52,40,8,0,16,84,surveyjs/surveyjs-wordpress,https://github.com/surveyjs/surveyjs-wordpress,Example of integration SurveyJS: Survey Library and Survey Creator into WordPress,JavaScript,2018-01-22T14:54:31Z,2025-03-03T12:45:14Z,2025-03-03T12:45:11Z,42,20,13,,"['form', 'form-builder', 'forms', 'questionnaire', 'quiz', 'quiz-generator', 'survey', 'survey-creator', 'survey-maker', 'wordpress', 'wordpress-development', 'wordpress-plugin']",289
svenenwouter2,0,0,0,0,0,0,99,1,0,7,93,wouterdhooghe/svenenwouter2,https://github.com/wouterdhooghe/svenenwouter2,wiskapp,JavaScript,2018-01-31T15:24:40Z,2025-02-24T08:06:10Z,2025-02-24T08:23:44Z,0,0,77,,[],449
svn-repository-provider,0,0,0,0,0,0,2,0,0,0,2,arlac77/svn-repository-provider,https://github.com/arlac77/svn-repository-provider,provider of subversion repositories,JavaScript,2018-01-23T22:53:53Z,2025-03-17T13:01:47Z,2025-03-17T13:01:44Z,0,0,0,BSD Zero Clause License,[],2
TCDI,0,0,0,0,0,0,1,0,0,0,1,dvrpc/TCDI,https://github.com/dvrpc/TCDI,"DVRPC TCDI webpage w/ map, projects, funding info",JavaScript,2018-01-22T18:50:07Z,2025-03-10T17:25:10Z,2025-03-10T17:25:06Z,0,0,1,,"['gis', 'mapbox']",1
ThunderSite,0,0,0,0,0,13,84,3,0,7,93,ThundeRatz/ThunderSite,https://github.com/ThundeRatz/ThunderSite,🌐 Website with django,JavaScript,2018-01-30T04:27:41Z,2025-03-04T22:43:09Z,2025-03-04T22:43:05Z,2,1,1,,"['css', 'django', 'html', 'python', 'website']",648
trial-bot,8,10,15,0,33,1,0,0,0,0,1,MAE776569/trial-bot,https://github.com/MAE776569/trial-bot,A trial bot to try the Facebook API,JavaScript,2018-01-21T13:12:33Z,2025-03-05T14:44:02Z,2025-03-05T14:44:01Z,0,0,0,MIT License,"['api', 'backend', 'chatbot', 'facebook', 'facebook-api', 'nodejs']",15
TweetTest,0,3,11,0,14,1,98,1,0,6,94,Lycheejam/TweetTest,https://github.com/Lycheejam/TweetTest,ASP.NET MVCとCoreTweetを使ったTodoアプリのサンプル,JavaScript,2018-01-04T12:28:03Z,2025-02-28T15:26:01Z,2025-02-28T15:25:38Z,0,0,0,,[],449
unimail,8,42,27,2,79,4,59,22,0,1,84,Salesflare/unimail,https://github.com/Salesflare/unimail,Saleflare's library for unified email access,JavaScript,2018-01-23T13:48:28Z,2025-03-06T16:20:48Z,2025-03-06T16:20:44Z,1,2,16,MIT License,[],797
upVotePlugin,6,51,23,3,83,4,42,0,0,19,27,BuildFire/upVotePlugin,https://github.com/BuildFire/upVotePlugin,Pre Alpha Simple Up Vote plugin,JavaScript,2018-01-07T03:46:39Z,2025-03-09T19:06:44Z,2025-03-12T00:13:05Z,0,8,4,MIT License,[],183
urdf-loaders,14,66,43,2,125,10,51,25,0,4,82,gkjohnson/urdf-loaders,https://github.com/gkjohnson/urdf-loaders,URDF Loaders for Unity and THREE.js with example ATHLETE URDF Files open sourced from NASA JPL,JavaScript,2018-01-23T00:12:13Z,2025-03-16T10:01:43Z,2025-02-15T09:09:05Z,539,140,27,Apache License 2.0,"['graphics', 'javascript', 'nasa', 'robotics', 'robots', 'ros', 'threejs', 'unity', 'urdf', 'urdf-models', 'webcomponents']",611
user-app,0,0,0,0,0,22,50,10,0,2,80,dhis2/user-app,https://github.com/dhis2/user-app,User management app for DHIS 2,JavaScript,2018-01-09T12:36:35Z,2025-03-16T02:03:15Z,2025-03-16T02:03:13Z,6,9,7,"BSD 3-Clause ""New"" or ""Revised"" License","['synced-settings', 'tx', 'web-app']",521
userscripts,0,0,0,0,0,2,26,0,0,2,26,monk-time/userscripts,https://github.com/monk-time/userscripts,A collection of various userscripts written or re-written by me,JavaScript,2018-01-24T11:24:20Z,2025-03-06T12:42:15Z,2025-03-06T12:42:12Z,4,0,0,MIT License,"['dom-manipulation', 'greasemonkey', 'imdb', 'localstorage', 'tampermonkey', 'userscript-collection']",140
videomost,0,0,0,0,0,2,2,0,0,1,3,IonicaBizau/videomost,https://github.com/IonicaBizau/videomost,Watch YouTube and Vimeo videos in a floating window.,JavaScript,2018-01-08T08:01:15Z,2025-02-14T02:01:25Z,2025-02-14T02:01:27Z,5,2,0,MIT License,['hacktoberfest'],12
vue-mta-activity,0,0,0,0,0,5,19,0,0,3,21,renmingliang/vue-mta-activity,https://github.com/renmingliang/vue-mta-activity,:email: 基于vue2.x开发H5留言征集活动,JavaScript,2018-01-02T11:34:03Z,2025-03-03T12:15:21Z,2025-03-03T12:15:18Z,0,0,0,,"['better-scroll', 'font-awesome', 'vue']",104
vue-nutrition-label,0,0,0,0,0,2,36,3,0,2,39,nutritionix/vue-nutrition-label,https://github.com/nutritionix/vue-nutrition-label,VueJS component to create a 2018 FDA-style nutrition label ,JavaScript,2018-01-04T17:29:44Z,2025-03-11T10:54:00Z,2025-03-17T04:12:24Z,16,4,7,MIT License,[],218
vue-signature-pad,0,0,0,0,0,0,3,1,0,0,4,neighborhood999/vue-signature-pad,https://github.com/neighborhood999/vue-signature-pad,🖋 Vue Signature Pad Component,JavaScript,2018-01-31T03:11:47Z,2025-03-12T06:51:27Z,2025-03-11T21:33:10Z,549,76,56,MIT License,"['components', 'signature-pad', 'vue', 'vue-components']",31
wai-website-theme,13,93,81,3,190,16,80,3,1,13,86,w3c/wai-website-theme,https://github.com/w3c/wai-website-theme,WAI Website Theme,JavaScript,2018-01-08T11:51:30Z,2025-02-26T16:19:16Z,2025-02-26T16:19:13Z,7,23,13,Other,[],529
webpack-bugsnag-plugins,6,21,21,0,48,10,1,11,0,0,22,bugsnag/webpack-bugsnag-plugins,https://github.com/bugsnag/webpack-bugsnag-plugins,Webpack plugins for common BugSnag actions.,JavaScript,2018-01-10T14:54:11Z,2025-02-26T17:04:06Z,2025-02-26T17:04:01Z,31,28,6,MIT License,"['bugsnag', 'platforms', 'webpack-plugin']",255
webpack-compass-imagehelper,0,0,0,0,0,3,27,0,0,0,30,nick-less/webpack-compass-imagehelper,https://github.com/nick-less/webpack-compass-imagehelper,added compass image-helper functions to webpack/sass-loader,JavaScript,2018-01-21T13:14:50Z,2025-03-16T13:15:55Z,2025-03-16T13:15:58Z,0,1,0,MIT License,"['compass-image-utils', 'sass-loader', 'webpack']",160
webpack-mpa,0,0,0,0,0,2,1,0,0,0,3,scriptex/webpack-mpa,https://github.com/scriptex/webpack-mpa,"Multiple page application setup with Webpack using SASS, PostCSS, ES6+, etc",JavaScript,2018-01-21T12:18:53Z,2025-03-14T20:23:00Z,2025-03-14T20:22:57Z,46,3,0,MIT License,"['front-end-developer-tool', 'front-end-starter-kit', 'multi-page-application', 'sass-boilerplate', 'webpack-boilerplate', 'webpack-configuration']",12
website,26,118,96,3,243,8,37,1,0,5,41,code16/website,https://github.com/code16/website,Our website,JavaScript,2018-01-17T13:30:06Z,2025-03-11T16:08:45Z,2025-03-11T16:09:15Z,0,0,1,,[],164
website-source,0,0,0,0,0,1,97,2,0,0,100,physrisk/website-source,https://github.com/physrisk/website-source,Source files used to generate Physics of Risk website.,JavaScript,2018-01-12T13:15:34Z,2025-03-16T15:14:02Z,2025-03-16T15:13:58Z,2,1,0,,"['agent-based-modeling', 'blog', 'javascript', 'markdown', 'physics', 'stochastic-modeling']",523
wikipedia-viewer-reactjs,0,0,0,0,0,6,5,0,0,2,9,autumnchris/wikipedia-viewer-reactjs,https://github.com/autumnchris/wikipedia-viewer-reactjs,A front-end web app that takes a search input and gets a list of Wikipedia search results using the Media Wiki API. Built with React.js.,JavaScript,2018-01-24T22:09:46Z,2025-02-28T18:56:09Z,2025-02-28T18:56:05Z,6,3,0,,"['ajax', 'axios', 'babel', 'css', 'freecodecamp', 'javascript', 'react', 'reactjs', 'sass', 'webpack', 'wikipedia-viewer', 'wikipedia-viewer-challenge']",60
WME-GIS-Layers,0,0,0,0,0,7,55,16,0,2,76,WazeDev/WME-GIS-Layers,https://github.com/WazeDev/WME-GIS-Layers,"Adds layers to the Waze Map Editor to display GIS data, such as county parcels and address points.",JavaScript,2018-01-15T15:36:56Z,2025-03-14T13:59:05Z,2025-03-14T13:59:01Z,4,14,9,,[],765
yid,0,0,0,0,0,1,2,0,0,0,3,chilts/yid,https://github.com/chilts/yid,Simple ID generator. A timestamp plus random digits.,JavaScript,2018-01-27T10:59:14Z,2025-02-15T03:50:10Z,2025-02-15T03:50:10Z,3,0,0,,"['id', 'identifier', 'nodejs']",25
zigbee-adapter,7,38,24,2,71,1,40,22,0,1,62,WebThingsIO/zigbee-adapter,https://github.com/WebThingsIO/zigbee-adapter,Zigbee adapter add-on for WebThings Gateway,JavaScript,2018-01-17T19:33:45Z,2025-02-26T11:19:46Z,2025-02-26T11:19:42Z,46,28,84,Mozilla Public License 2.0,[],623
